cve_ent,cve_mun,productores,produccion_total,gm,imn,precio,Escenario_marginacion,Escenario_precio
20,277,1199,1377.5706,Alto,0.774269049999995,3974.25,0.0,1058186.304
20,271,518,268.2468,Muy alto,0.759808055724353,3979.02,1545101.568,1484323.2
20,301,252,149.0781,Medio,0.826608422785491,3984.53,0.0,10184645.376
20,429,169,328.5429,Alto,0.795300405972945,3985.23,0.0,2369193.4080000003
20,123,292,174.8128,Alto,0.8133504921493,3988.79,0.0,333964.8
20,174,68,77.3456,Muy bajo,0.892260637124582,3993.43,0.0,326252.16
20,149,126,168.4601,Alto,0.774573803756178,3993.54,0.0,2594347.2
20,227,375,273.1603,Muy bajo,0.904621048655934,3997.83,0.0,86177318.4
20,273,151,56.641,Muy alto,0.740167683520569,3998.58,326252.16,20187252.288
20,164,269,344.6734,Alto,0.796435502188875,4000.0,0.0,273061.44
25,003,951,2262.5244,Alto,0.801569195573676,4000.0,0.0,43165.44
20,115,188,266.1729,Bajo,0.883619506290854,4000.36,0.0,107845327.872
20,181,41,32.6301,Medio,0.826409444027766,4005.0,0.0,842068.7999999999
20,393,544,248.6471,Alto,0.81181164987683,4005.44,0.0,27270935.424000002
20,286,246,763.1524,Alto,0.813628916083094,4008.0,0.0,2611293.1199999996
20,294,218,136.3541,Muy bajo,0.897004268050865,4008.82,0.0,1589487.552
20,483,379,143.1691,Bajo,0.874309599404645,4010.87,0.0,14863004.928
20,292,216,139.3065,Muy alto,0.762562904473631,4011.61,802405.44,2287473.4080000003
20,081,202,135.9154,Alto,0.801241846251462,4012.0,0.0,2861098.56
20,135,705,422.8778,Medio,0.835025178767783,4015.13,0.0,1388564.928
20,310,441,297.0522,Muy alto,0.762990246042429,4016.4,1711020.6720000003,16794639.936
20,165,121,129.2904,Alto,0.803477864676901,4020.0,0.0,241574.4
20,487,270,175.31,Medio,0.830574334910554,4021.19,0.0,35403.263999999996
20,055,233,276.049,Medio,0.83979689944364,4024.0,0.0,966355.2000000001
20,328,169,27.229,Alto,0.77857272005461,4026.61,0.0,5902765.056
20,315,293,183.7129,Muy alto,0.738116433978244,4027.87,1058186.304,3021490.368
20,352,253,29.1321,Muy alto,0.720951163430646,4030.0,167800.896,2260060.416
20,484,438,541.9357,Alto,0.808083006345206,4031.0,0.0,6026191.488
20,150,507,247.8852,Muy bajo,0.887821338329148,4031.86,0.0,3326401.728
20,452,283,178.9208,Muy alto,0.757939689020949,4033.59,1030583.8080000001,64339.2
20,456,106,39.0,Alto,0.817269029225444,4034.0,0.0,6112988.352
20,537,659,712.4205,Alto,0.820278433430191,4035.0,0.0,2309465.088
20,368,246,173.171,Alto,0.817781240124788,4036.68,0.0,228672.00000000003
20,565,718,589.3877,Alto,0.812378204642612,4036.93,0.0,85680.0
20,007,124,58.2536,Muy alto,0.724670033922664,4037.65,335540.736,6617610.432
20,032,124,24.7982,Alto,0.778463919150901,4040.0,0.0,365351.616
20,369,252,134.6219,Medio,0.848339776128761,4042.93,0.0,18305755.776
20,360,245,92.1824,Alto,0.814490797506254,4043.91,0.0,281263.68
20,501,42,36.6151,Alto,0.82292135168855,4044.0,0.0,741726.72
20,348,666,756.8059,Alto,0.79540105466976,4050.0,0.0,21543519.744
20,145,117,64.1644,Muy bajo,0.890248220308519,4050.12,0.0,724214.5920000001
20,245,139,154.4029,Alto,0.763727441331414,4051.0,889360.7039999999,1596492.288
20,388,203,139.2255,Alto,0.77177929230627,4054.49,0.0,72348716.16
20,102,238,101.3374,Medio,0.840171431417477,4059.32,0.0,13983542.784000002
20,083,21,3.605,Muy bajo,0.899103340359246,4059.45,0.0,15097611.456
20,568,75,26.36,Medio,0.825343200642538,4060.0,0.0,10478150.208
20,519,228,86.4002,Medio,0.854016174889573,4062.15,0.0,9955136.448
20,293,218,227.2178,Muy bajo,0.92227407676839,4062.63,0.0,1519621.632
20,112,498,368.8761,Alto,0.820831322422311,4063.1,0.0,42155043.839999996
20,506,103,140.7397,Medio,0.832692163189187,4063.16,0.0,495244.80000000005
20,199,67,74.3,Alto,0.765825039268779,4064.0,427968.0,1976578.56
20,373,55,11.92,Alto,0.795547372576737,4065.0,0.0,186130385.856
20,459,403,114.3814,Medio,0.848341791747613,4066.0,0.0,3869164.8000000003
20,469,2039,1417.6503,Alto,0.769477991320822,4067.0,0.0,15153146.496000001
20,237,80,40.2242,Bajo,0.856102741816301,4068.0,0.0,1861430.4000000001
20,016,722,516.6117,Muy alto,0.668678394795691,4069.0,2975683.3920000005,4885505.856
20,400,134,178.3026,Medio,0.832537372833467,4070.0,0.0,408412.8
20,531,244,107.995,Medio,0.854122016530684,4071.18,0.0,2809864.5119999996
20,399,404,310.0201,Bajo,0.874597432177226,4075.12,0.0,2034176.8320000002
20,161,385,197.423,Alto,0.817532838187813,4075.75,0.0,2182010.1119999997
20,398,332,446.111,Alto,0.824221074067081,4076.85,0.0,33740258.688
20,529,69,41.94,Muy alto,0.745221835991812,4077.0,241574.4,1653868.8
20,390,9,1.7,Muy bajo,0.927579549113307,4079.17,0.0,41800915.008
20,034,34,55.5338,Medio,0.839276262665542,4080.0,0.0,401011.2
07,053,565,720.8575,Alto,0.822800995347181,4084.89,0.0,3430859.904
20,243,87,48.57,Bajo,0.864213821771415,4087.01,0.0,1030583.8080000001
07,010,315,356.777,Alto,0.779417714832035,4089.17,0.0,5579201.088
07,011,838,1553.5532,Alto,0.806571452368638,4089.35,0.0,117332052.48
20,524,40,8.18,Bajo,0.861787686067821,4090.0,0.0,49769519.616000004
07,125,237,786.7454,Alto,0.78316828335508,4090.9,0.0,136368.0
07,070,1083,2017.8793,Medio,0.829674434888293,4091.99,0.0,2191414.4639999997
07,080,1533,2683.4034,Alto,0.796247684653064,4092.87,0.0,1545101.568
07,006,810,1384.0469,Alto,0.817842865950352,4093.36,0.0,9041403.456
07,036,471,864.5807,Alto,0.815186166385033,4094.79,0.0,29657202.624
20,152,420,551.752,Muy alto,0.721243569931498,4095.0,3178091.5199999996,1337184.0
20,193,147,51.432,Bajo,0.859705574203994,4095.2,0.0,2108050.56
20,520,664,363.0928,Medio,0.825535665101263,4096.0,0.0,5199907.392
07,120,52,81.71,Alto,0.783528006510743,4097.1,0.0,4399315.776
07,057,1395,2133.5625,Medio,0.829975034846356,4099.81,0.0,18227396.16
20,476,18,18.488,Medio,0.840179956599466,4100.0,0.0,5152740.4799999995
20,242,1273,1500.4241,Muy alto,0.704143464353117,4102.0,8642442.816,8655091.2
20,022,124,120.6666,Medio,0.838632912602388,4105.0,0.0,18451610.496
20,342,270,261.8553,Muy bajo,0.886774919232637,4108.79,0.0,1552608.576
20,340,270,257.4674,Medio,0.825342080048859,4110.0,0.0,30607202.303999998
20,338,148,107.8039,Muy bajo,0.89226053352644,4110.03,0.0,11809097.280000001
20,178,130,116.787,Bajo,0.876413185937709,4114.46,0.0,802405.44
20,462,513,846.2982,Bajo,0.857444049527234,4120.0,0.0,14027109.695999999
20,023,533,347.1773,Alto,0.818060207020858,4124.79,0.0,31201785.792
01,007,421,1568.0634,Muy bajo,0.902666644991035,4127.37,0.0,306420.48
30,054,131,395.56,Medio,0.843283818094868,4130.0,0.0,1711020.6720000003
20,099,54,69.62,Muy alto,0.757852567444697,4130.0,401011.2,174893845.824
01,006,194,830.3591,Muy bajo,0.917982274581019,4132.52,0.0,1011661.0560000001
20,004,111,181.044,Medio,0.854524486826951,4134.0,0.0,3895255.8719999995
30,139,17,35.65,Medio,0.83303898919987,4135.0,0.0,15876493.632000001
20,378,356,285.1808,Alto,0.812721604286757,4139.11,0.0,889360.7039999999
20,376,19,34.22,Alto,0.818076570265116,4140.0,0.0,6493047.552
30,015,359,1183.3812,Medio,0.844153976946648,4140.97,0.0,62506622.016
20,261,754,276.6325,Alto,0.779429524757475,4142.0,0.0,5360955.264
20,011,255,330.6565,Alto,0.774052503359958,4148.0,0.0,1099036.8
30,190,30,362.2357,Medio,0.836533519863408,4150.0,0.0,38694270.528
30,119,29,115.7542,Bajo,0.869780896327286,4150.0,0.0,3507908.5439999998
07,096,6413,5857.6838,Muy alto,0.756944523621499,4150.0,33740258.688,14032669.248
07,077,6551,12560.541,Muy alto,0.753064482763297,4150.0,72348716.16,18239042.88
20,290,39,41.4375,Medio,0.833769400833849,4150.0,0.0,3060685.44
30,045,259,728.2051,Bajo,0.874768501212382,4150.0,0.0,5445119.232
20,455,276,96.8578,Alto,0.781731324226548,4156.0,0.0,4109504.256
30,208,32,150.0404,Bajo,0.884194377726513,4160.0,0.0,15281599.68
20,259,193,324.3753,Alto,0.765586913499234,4160.0,1868401.728,17010849.024
30,207,304,990.9938,Medio,0.844341995198852,4160.0,0.0,3881139.264
20,549,1471,744.6917,Alto,0.809390389672323,4162.0,0.0,6887620.223999999
30,130,2096,21861.7441,Medio,0.824738951652615,4162.41,0.0,1868401.728
20,183,176,517.5219,Alto,0.805214716067714,4163.0,0.0,5704623.359999999
30,176,51,166.1784,Medio,0.828398020475798,4165.0,0.0,427968.0
20,381,159,166.211,Medio,0.85395294113439,4170.0,0.0,41658439.68
30,084,40,60.1858,Medio,0.827585232402552,4170.0,0.0,4835867.904
07,065,7866,15140.3964,Medio,0.824804146183168,4171.84,0.0,14595907.968000002
07,009,507,3162.3209,Medio,0.854636429595784,4172.38,0.0,2177925.12
20,186,100,214.2586,Medio,0.830500864438122,4176.0,0.0,71424.0
20,251,155,249.306,Alto,0.778067973169619,4177.0,0.0,565213.824
20,461,110,545.2369,Alto,0.776993968361473,4178.0,0.0,25869237.696000002
20,225,859,1007.058,Muy alto,0.72426708385471,4183.23,5800654.08,2052564.48
20,090,493,1358.08,Alto,0.78628228223187,4184.63,0.0,7595463.744
20,312,1365,2100.0857,Muy alto,0.735339631097786,4187.62,12096493.632000001,2826084.6720000003
20,188,1051,770.4528,Alto,0.774964162597243,4189.15,0.0,395568.0
20,065,142,93.2617,Alto,0.781206383394146,4190.0,0.0,138879.93600000002
01,005,450,3143.8161,Muy bajo,0.924042059996595,4190.0,0.0,975019.392
30,005,29,63.9828,Alto,0.811354752528618,4190.0,0.0,49639261.247999996
20,111,535,671.73,Muy alto,0.755001407386601,4190.74,3869164.8000000003,7086652.992
20,466,2061,3057.7908,Muy alto,0.685034694979612,4193.25,17612875.008,942232.896
20,366,191,200.25,Alto,0.786782253003575,4193.73,0.0,2269047.168
20,180,207,880.3305,Medio,0.831057702525164,4194.71,0.0,38521269.504
20,070,568,640.1253,Alto,0.802329520117492,4195.05,0.0,277576022.592
01,002,1777,6065.2098,Muy bajo,0.885432775510777,4195.74,0.0,0.0
01,009,846,3144.2748,Muy bajo,0.886344785581358,4197.66,0.0,0.0
20,485,514,1728.3223,Muy alto,0.753699171295248,4197.84,9955136.448,0.0
20,117,264,332.0897,Alto,0.775329848614316,4198.05,0.0,0.0
20,482,2513,6042.016,Alto,0.822389940925307,4198.71,0.0,0.0
07,097,1753,9020.3761,Bajo,0.862357823052242,4199.28,0.0,0.0
20,345,674,1757.852,Alto,0.8123396711342,4199.85,0.0,0.0
21,010,4819,4359.2356,Alto,0.775456364588669,4200.0,0.0,0.0
07,050,393,742.2346,Medio,0.825096236554786,4200.0,0.0,0.0
20,528,149,114.8,Alto,0.797983591983575,4200.0,0.0,0.0
07,069,2233,12491.0949,Alto,0.817629703377551,4200.92,0.0,0.0
20,509,1443,3488.5865,Muy alto,0.737589770673895,4201.03,20094258.24,0.0
20,324,1823,3288.3183,Alto,0.817046089313501,4201.13,0.0,0.0
20,318,803,1668.9703,Bajo,0.862637527848917,4201.53,0.0,0.0
01,004,216,746.6715,Muy bajo,0.894326224315631,4201.67,0.0,0.0
20,071,11,12.4,Alto,0.766682517153236,4201.72,71424.0,0.0
20,266,676,892.6854,Alto,0.795910111530645,4202.47,0.0,0.0
20,113,316,697.508,Medio,0.832388196641123,4203.71,0.0,0.0
20,056,227,661.4386,Alto,0.80137230147508,4204.79,0.0,0.0
20,367,597,968.6113,Muy alto,0.758044205588262,4204.86,5579201.088,0.0
20,230,72,103.8797,Medio,0.835290954368939,4205.0,0.0,0.0
20,302,415,595.6354,Muy alto,0.757870530691173,4205.09,3430859.904,0.0
20,543,733,1120.5372,Alto,0.773139003337804,4206.24,0.0,0.0
20,185,902,1935.4195,Medio,0.830657058539564,4206.73,0.0,0.0
20,306,105,85.98,Muy alto,0.754149448583301,4207.14,495244.80000000005,0.0
20,474,384,1386.8189,Alto,0.819793969403144,4207.54,0.0,0.0
20,439,2571,6717.7553,Alto,0.764112219646654,4208.385,38694270.528,0.0
20,401,989,3191.3975,Medio,0.841750417184302,4209.17,0.0,0.0
30,178,97,356.0853,Medio,0.854186291461645,4210.0,0.0,0.0
20,567,523,1819.1233,Muy alto,0.753472776588479,4210.0,10478150.208,0.0
20,507,548,1880.2571,Alto,0.795225884059175,4210.36,0.0,0.0
20,467,1589,6461.8761,Medio,0.827490357673367,4210.74,0.0,0.0
20,089,150,5.1564,Medio,0.842295367056599,4211.0,0.0,0.0
20,489,817,1484.3218,Alto,0.793695832689156,4212.03,0.0,0.0
20,012,316,665.0,Muy alto,0.727152164124462,4212.23,3830400.0,0.0
20,039,585,684.7451,Muy bajo,0.890225278107105,4213.0,0.0,0.0
20,082,584,750.4289,Alto,0.813792150287619,4213.26,0.0,0.0
20,413,806,2330.9897,Bajo,0.870785423851769,4213.82,0.0,0.0
20,285,447,1347.8346,Alto,0.79403500282187,4213.92,0.0,0.0
20,414,864,1910.3576,Medio,0.826818013952288,4214.39,0.0,0.0
20,402,142,616.3013,Alto,0.805315128992339,4214.51,0.0,0.0
20,168,90,203.319,Alto,0.794100833410865,4215.29,0.0,0.0
20,334,1124,2867.2907,Medio,0.828252051534262,4217.14,0.0,0.0
20,160,94,33.2627,Medio,0.836465577523622,4219.0,0.0,0.0
20,253,65,63.8256,Muy alto,0.703865047464404,4219.77,367635.456,0.0
30,012,53,85.75,Medio,0.833157513165156,4220.0,0.0,0.0
20,415,698,1018.9581,Medio,0.825377742284261,4224.49,0.0,0.0
07,116,1674,8617.9273,Alto,0.768637700787977,4225.05,49639261.247999996,0.0
20,085,1524,2015.053,Muy alto,0.71460405921239,4233.61,11606705.280000001,0.0
30,212,1001,2227.5116,Alto,0.781636010958149,4243.68,0.0,0.0
20,088,432,362.53,Alto,0.789786874622815,4246.46,0.0,0.0
07,031,5123,5826.449,Muy alto,0.708642493621175,4250.0,33560346.239999995,0.0
12,069,1999,3070.2772,Muy alto,0.668767227027308,4250.69,17684796.672,0.0
20,086,218,31.2838,Alto,0.816694973038734,4255.87,0.0,0.0
20,377,967,526.3266,Alto,0.772247326498313,4261.37,0.0,0.0
05,027,210,292.9758,Muy bajo,0.942100305299779,4261.39,0.0,0.0
07,114,1706,10532.1745,Alto,0.805155250608916,4263.11,0.0,0.0
20,446,164,47.8556,Alto,0.822348106097358,4269.67,0.0,0.0
21,103,268,208.5379,Alto,0.822647649208498,4270.0,0.0,0.0
30,067,394,713.4556,Alto,0.764992601646066,4272.7,4109504.256,0.0
20,110,152,70.8466,Muy alto,0.718387039650412,4274.38,408076.41599999997,0.0
12,081,145,146.6148,Muy alto,0.733439971511275,4274.78,844501.248,0.0
05,024,624,188.7339,Muy bajo,0.9073808012487,4282.15,0.0,0.0
20,382,215,136.1019,Alto,0.821896799457759,4283.62,0.0,0.0
20,430,60,29.25,Medio,0.830434605325499,4286.77,0.0,0.0
12,076,8433,10783.3562,Muy alto,0.662813962822808,4291.18,62112131.712,0.0
20,297,660,496.7185,Muy alto,0.744832055972508,4298.17,2861098.56,0.0
20,208,908,483.6057,Alto,0.7726313682848,4299.72,0.0,0.0
07,076,2472,2534.0118,Alto,0.766271813000236,4300.0,14595907.968000002,0.0
01,008,591,1376.0429,Muy bajo,0.900801066021251,4304.46,0.0,0.0
20,020,253,178.8516,Alto,0.774841653554853,4306.42,0.0,0.0
20,383,103,41.6208,Medio,0.832165126817959,4310.91,0.0,0.0
20,133,315,129.332,Alto,0.777964228863582,4312.61,0.0,0.0
21,195,4301,3178.0826,Muy alto,0.751009872098418,4320.0,18305755.776,0.0
20,240,283,115.713,Muy alto,0.715590025516331,4325.56,666506.88,0.0
20,500,1636,1143.079,Alto,0.799833046513352,4327.25,0.0,0.0
20,210,1460,911.954,Alto,0.808607513002754,4330.34,0.0,0.0
20,408,85,37.9316,Medio,0.835624692954032,4339.57,0.0,0.0
20,252,173,82.4926,Alto,0.783651403753444,4340.47,0.0,0.0
20,320,97,53.445,Medio,0.831930989408683,4342.26,0.0,0.0
07,059,12699,16864.0583,Muy alto,0.736960795063471,4343.156666666667,97136975.808,0.0
01,003,672,2707.3644,Muy bajo,0.893452800249523,4345.45,0.0,0.0
20,397,1516,647.9779,Medio,0.854380956416636,4345.46,0.0,0.0
07,016,1201,2872.1382,Alto,0.816281381062519,4347.82,0.0,0.0
05,030,1781,1693.381,Muy bajo,0.951064783612676,4347.94,0.0,0.0
07,100,3311,4734.5374,Muy alto,0.743446719750927,4350.0,27270935.424000002,0.0
19,043,5,0.0,Medio,0.836070379051017,4354.619333333334,0.0,0.0
19,037,58,43.7746,Muy bajo,0.903358159313064,4354.619333333334,0.0,0.0
19,013,2,0.48,Muy bajo,0.902196360209543,4354.619333333334,0.0,0.0
19,005,1,0.0,Muy bajo,0.895283852763922,4354.619333333334,0.0,0.0
19,045,4,13.2,Muy bajo,0.938533545268352,4354.619333333334,0.0,0.0
19,038,20,10.32,Muy bajo,0.92940105638169,4354.619333333334,0.0,0.0
19,029,26,32.4,Muy bajo,0.917313770376147,4354.619333333334,0.0,0.0
19,027,5,2.12,Bajo,0.882888535101232,4354.619333333334,0.0,0.0
19,030,224,160.4524,Bajo,0.855512045471363,4354.619333333334,0.0,0.0
19,048,6,1.39,Muy bajo,0.950740012051991,4354.619333333334,0.0,0.0
19,049,6,6.3,Muy bajo,0.940058733250898,4354.619333333334,0.0,0.0
07,073,918,837.0895,Alto,0.806018537161661,4358.05,0.0,0.0
07,033,1097,1134.3032,Alto,0.782524185441443,4361.79,0.0,0.0
30,044,268,207.965,Muy bajo,0.904036567673157,4362.37,0.0,0.0
30,085,468,385.3234,Muy bajo,0.888292430439365,4362.54,0.0,0.0
12,041,2362,1992.5826,Muy alto,0.709843087829078,4364.12,11477275.776,0.0
07,018,987,1312.594,Alto,0.818399444952443,4364.46,0.0,0.0
12,004,2810,4404.8731,Muy alto,0.692456540440573,4366.32,25372069.055999998,0.0
30,135,136,137.7182,Medio,0.850850804536814,4368.83,0.0,0.0
