cve_ent,cve_mun,productores,produccion_total,gm,imn,precio,Escenario_marginacion,Escenario_precio
29,015,149,1097.4791,Muy bajo,0.891242132036968,4526.0,0.0,58887.195
20,210,69,10.115,Alto,0.808607513002754,4540.0,58565.85,40819.5
20,383,8,5.909,Medio,0.832165126817959,4550.0,34213.11,74506.878
21,083,33,40.083,Alto,0.821095409622676,4600.0,232080.56999999998,18858.030000000002
21,053,34,81.0043,Bajo,0.858651825041344,4600.0,469014.897,12738.000000000002
21,208,5,5.4,Bajo,0.867876647089262,4670.0,0.0,348002.16
22,006,9,88.0,Muy bajo,0.953876089348687,4800.0,0.0,29832.396
21,037,9,1.9,Medio,0.848101828640433,4811.997619047619,11001.0,333743.127
21,207,16,0.39,Medio,0.841629577059113,4811.997619047619,2258.1,6108.45
21,203,11,25.4866,Medio,0.841710918697652,4811.997619047619,147567.414,162409.5
21,149,21,27.98,Medio,0.837715636077753,4811.997619047619,162004.2,22193.07
21,170,33,145.5148,Medio,0.844866321553646,4811.997619047619,842530.692,59665.95
21,179,9,43.5716,Medio,0.845503216689538,4811.997619047619,252279.56399999998,4052.9999999999995
21,108,14,13.9176,Bajo,0.869007952479907,4811.997619047619,0.0,73361.037
21,104,29,76.3839,Bajo,0.874089721628634,4811.997619047619,0.0,81666.213
21,143,12,11.771,Muy bajo,0.890080824177196,4811.997619047619,0.0,173700.0
21,012,3,1.5,Medio,0.851851053648778,4811.997619047619,8685.0,23160.0
21,134,14,30.9996,Muy bajo,0.886628821567815,4811.997619047619,0.0,102263.559
21,154,8,8.55,Bajo,0.87388866211292,4811.997619047619,0.0,62986.51500000001
21,128,12,22.7962,Bajo,0.880305705842482,4811.997619047619,0.0,10190.4
21,186,6,18.02,Bajo,0.858643891223293,4811.997619047619,104335.8,1316725.902
21,046,29,29.435,Bajo,0.858687235551631,4811.997619047619,170428.65,12651.15
21,096,31,75.1178,Bajo,0.858753362055643,4811.997619047619,434932.06200000003,34213.11
21,189,3,5.1,Bajo,0.861694127173031,4811.997619047619,29528.999999999996,39522.54
21,151,4,8.0,Bajo,0.878168352216094,4811.997619047619,0.0,64847.99999999999
21,082,13,3.3,Bajo,0.876495118189161,4811.997619047619,0.0,193175.24399999998
21,063,13,16.9698,Bajo,0.866774370236097,4811.997619047619,0.0,276602.196
21,130,55,83.6001,Medio,0.848143611603712,4811.997619047619,484044.57899999997,4428192.0
21,094,9,15.3425,Bajo,0.872570530264329,4811.997619047619,0.0,2895.0
21,164,6,13.5164,Bajo,0.870211986548515,4811.997619047619,0.0,250916.019
21,105,13,43.3361,Medio,0.835624233459691,4811.997619047619,250916.019,10364.1
21,099,9,7.6632,Alto,0.81743320954406,4811.997619047619,44369.928,74471.559
21,193,17,3.5,Alto,0.818179499812809,4811.997619047619,20265.0,703959.7799999999
21,120,3,0.15,Alto,0.785531005830548,4811.997619047619,868.5,96114.00000000001
21,103,3,7.05,Alto,0.822647649208498,4811.997619047619,40819.5,220871370.864
21,217,15,4.495,Muy alto,0.753238887318993,4811.997619047619,26026.05,162004.2
21,188,8,3.257,Alto,0.822862634345102,4811.997619047619,18858.030000000002,15054.0
21,169,14,2.2,Alto,0.82395348864014,4811.997619047619,12738.000000000002,23051.727
21,172,53,12.6703,Medio,0.829423468511495,4811.997619047619,73361.037,10559107.200000001
21,018,10,4.0,Medio,0.830060400113947,4811.997619047619,23160.0,7932.3
21,200,5,0.402,Alto,0.809730081492882,4811.997619047619,2327.58,50459.85
21,022,10,3.833,Medio,0.827678843207831,4811.997619047619,22193.07,183529.68300000002
21,212,108,38.7959,Alto,0.801609860240454,4811.997619047619,224628.26100000003,0.0
20,560,25,7.257,Alto,0.814663874642898,4843.35,42018.03,19164.9
19,017,110,1968.962,Medio,0.853484432439835,5046.333333333333,11400289.98,88102.37700000001
20,006,148,108.9352,Medio,0.852196353646483,5085.0,630734.808,2515755.0
20,569,5,2.4647,Alto,0.780004924298652,5090.0,14270.613000000001,2258.1
20,224,78,206.7037,Medio,0.850927685253133,5100.0,1196814.423,147567.414
20,395,136,35.171,Muy alto,0.718870683892186,5100.0,203640.09,1349963.397
20,140,34,9.3244,Medio,0.850024221916219,5100.0,53988.276000000005,5790.0
20,562,19,5.64,Medio,0.845534395142226,5100.0,32655.6,45162.0
20,250,74,114.3336,Medio,0.846174707099716,5100.0,661991.544,23392.179
20,054,5,7.8,Medio,0.843790341063647,5105.0,45162.0,193152.084
20,046,95,98.111,Alto,0.818127460290446,5105.0,568062.6900000001,17370.0
