,cve_ent,cve_mun,productores,vacas_total,vacas_prom,tipo,produccion_total
1576,26,046,10,69,6.9,pequeño,69
1577,26,047,55,553,10.05454545,pequeño,553
1578,26,048,11,56,5.090909091,pequeño,56
1579,26,049,84,931,11.08333333,pequeño,931
1580,26,050,58,608,10.48275862,pequeño,608
1581,26,051,126,1625,12.8968254,pequeño,1625
1582,26,052,313,3229,10.31629393,pequeño,3229
1583,26,053,7,52,7.428571429,pequeño,52
1584,26,054,8,66,8.25,pequeño,66
1585,26,055,10,246,24.6,pequeño,246
1586,26,056,62,862,13.90322581,pequeño,862
1587,26,057,72,284,3.944444444,pequeño,284
1588,26,058,195,1942,9.958974359,pequeño,1942
1589,26,059,39,193,4.948717949,pequeño,193
1590,26,060,21,82,3.904761905,pequeño,82
1591,26,061,50,411,8.22,pequeño,411
1592,26,062,46,605,13.15217391,pequeño,605
1593,26,063,37,163,4.405405405,pequeño,163
1594,26,064,114,1214,10.64912281,pequeño,1214
1595,26,065,42,483,11.5,pequeño,483
1596,26,066,436,5402,12.38990826,pequeño,5402
1597,26,067,59,280,4.745762712,pequeño,280
1598,26,068,189,3827,20.24867725,pequeño,3827
1599,26,069,208,2335,11.22596154,pequeño,2335
1600,26,070,42,236,5.619047619,pequeño,236
1601,26,071,40,540,13.5,pequeño,540
1602,26,072,77,911,11.83116883,pequeño,911
1603,27,001,826,3917,4.742130751,pequeño,3917
1604,27,002,466,1156,2.480686695,pequeño,1156
1605,27,003,493,1382,2.803245436,pequeño,1382
1606,27,004,698,3327,4.766475645,pequeño,3327
1607,27,005,288,983,3.413194444,pequeño,983
1608,27,006,240,749,3.120833333,pequeño,749
1609,27,007,151,555,3.675496689,pequeño,555
1610,27,008,1203,9997,8.310058188,pequeño,9997
1611,27,009,397,1645,4.143576826,pequeño,1645
1612,27,010,174,633,3.637931034,pequeño,633
1613,27,011,628,3311,5.272292994,pequeño,3311
1614,27,012,837,4029,4.813620072,pequeño,4029
1615,27,013,289,924,3.197231834,pequeño,924
1616,27,014,64,124,1.9375,pequeño,124
1617,27,015,222,939,4.22972973,pequeño,939
1618,27,016,132,651,4.931818182,pequeño,651
1619,27,017,594,3325,5.597643098,pequeño,3325
1620,28,001,27,93,3.444444444,pequeño,93
1621,28,002,165,813,4.927272727,pequeño,813
1622,28,003,33,131,3.96969697,pequeño,131
1623,28,004,9,44,4.888888889,pequeño,44
1624,28,005,16,21,1.3125,pequeño,21
1625,28,006,2,6,3,pequeño,6
1626,28,008,63,287,4.555555556,pequeño,287
1627,28,010,17,27,1.588235294,pequeño,27
1628,28,011,5,9,1.8,pequeño,9
1629,28,012,119,889,7.470588235,pequeño,889
1630,28,013,42,101,2.404761905,pequeño,101
1631,28,014,1,15,15,pequeño,15
1632,28,015,1,2,2,pequeño,2
1633,28,016,78,274,3.512820513,pequeño,274
1634,28,017,20,64,3.2,pequeño,64
1635,28,018,31,73,2.35483871,pequeño,73
1636,28,019,38,249,6.552631579,pequeño,249
1637,28,020,28,93,3.321428571,pequeño,93
1638,28,021,258,1298,5.031007752,pequeño,1298
1639,28,022,19,73,3.842105263,pequeño,73
1640,28,023,9,20,2.222222222,pequeño,20
1641,28,026,2,14,7,pequeño,14
1642,28,027,3,12,4,pequeño,12
1643,28,028,2,4,2,pequeño,4
1644,28,029,39,143,3.666666667,pequeño,143
1645,28,030,11,41,3.727272727,pequeño,41
1646,28,031,9,24,2.666666667,pequeño,24
1647,28,032,13,43,3.307692308,pequeño,43
1648,28,033,4,12,3,pequeño,12
1649,28,034,118,734,6.220338983,pequeño,734
1650,28,035,31,95,3.064516129,pequeño,95
1651,28,036,8,37,4.625,pequeño,37
1652,28,037,66,233,3.53030303,pequeño,233
1653,28,039,7,23,3.285714286,pequeño,23
1654,28,040,22,126,5.727272727,pequeño,126
1655,28,041,18,46,2.555555556,pequeño,46
1656,28,042,173,854,4.936416185,pequeño,854
1657,28,043,30,160,5.333333333,pequeño,160
1658,29,001,2,6,3,pequeño,6
1659,29,002,6,18,3,pequeño,18
1660,29,003,250,815,3.26,pequeño,815
1661,29,004,523,1562,2.986615679,pequeño,1562
1662,29,005,112,421,3.758928571,pequeño,421
1663,29,006,36,108,3,pequeño,108
1664,29,007,57,152,2.666666667,pequeño,152
1665,29,008,110,642,5.836363636,pequeño,642
1666,29,009,48,167,3.479166667,pequeño,167
1667,29,010,25,211,8.44,pequeño,211
1668,29,011,44,145,3.295454545,pequeño,145
1669,29,012,30,76,2.533333333,pequeño,76
1670,29,013,358,3021,8.438547486,pequeño,3021
1671,29,014,92,186,2.02173913,pequeño,186
1672,29,015,121,554,4.578512397,pequeño,554
1673,29,016,45,155,3.444444444,pequeño,155
1674,29,018,12,44,3.666666667,pequeño,44
1675,29,019,57,169,2.964912281,pequeño,169
1676,29,020,36,127,3.527777778,pequeño,127
1677,29,021,12,24,2,pequeño,24
1678,29,022,7,13,1.857142857,pequeño,13
1679,29,023,466,1838,3.944206009,pequeño,1838
1680,29,024,51,229,4.490196078,pequeño,229
1681,29,025,12,41,3.416666667,pequeño,41
1682,29,026,30,108,3.6,pequeño,108
1683,29,027,1,2,2,pequeño,2
1684,29,028,7,25,3.571428571,pequeño,25
1685,29,029,10,36,3.6,pequeño,36
1686,29,030,141,457,3.241134752,pequeño,457
1687,29,031,342,1207,3.529239766,pequeño,1207
1688,29,032,429,1771,4.128205128,pequeño,1771
1689,29,033,10,31,3.1,pequeño,31
1690,29,034,797,2653,3.328732748,pequeño,2653
1691,29,035,4,11,2.75,pequeño,11
1692,29,036,6,19,3.166666667,pequeño,19
1693,29,037,10,477,47.7,mediano,477
1694,29,038,53,198,3.735849057,pequeño,198
1695,29,039,52,137,2.634615385,pequeño,137
1696,29,040,41,85,2.073170732,pequeño,85
1697,29,041,4,9,2.25,pequeño,9
1698,29,042,19,63,3.315789474,pequeño,63
1699,29,043,32,93,2.90625,pequeño,93
1700,29,044,128,486,3.796875,pequeño,486
1701,29,045,27,127,4.703703704,pequeño,127
1702,29,046,63,170,2.698412698,pequeño,170
1703,29,047,96,267,2.78125,pequeño,267
1704,29,048,1,1,1,pequeño,1
1705,29,049,120,447,3.725,pequeño,447
1706,29,050,3,8,2.666666667,pequeño,8
1707,29,051,12,38,3.166666667,pequeño,38
1708,29,052,19,59,3.105263158,pequeño,59
1709,29,054,5,15,3,pequeño,15
1710,29,055,5,16,3.2,pequeño,16
1711,29,056,5,13,2.6,pequeño,13
1712,29,057,120,341,2.841666667,pequeño,341
1713,29,058,7,20,2.857142857,pequeño,20
1714,29,060,2,3,1.5,pequeño,3
1715,30,001,324,2348,7.24691358,pequeño,2348
1716,30,002,108,687,6.361111111,pequeño,687
1717,30,003,576,4598,7.982638889,pequeño,4598
1718,30,004,630,3614,5.736507937,pequeño,3614
1719,30,005,101,812,8.03960396,pequeño,812
1720,30,006,27,77,2.851851852,pequeño,77
1721,30,007,38,234,6.157894737,pequeño,234
1722,30,008,21,37,1.761904762,pequeño,37
1723,30,009,779,6595,8.465982028,pequeño,6595
1724,30,010,173,426,2.462427746,pequeño,426
1725,30,011,490,4420,9.020408163,pequeño,4420
1726,30,012,52,306,5.884615385,pequeño,306
1727,30,013,130,1041,8.007692308,pequeño,1041
1728,30,014,3,5,1.666666667,pequeño,5
1729,30,015,209,1608,7.693779904,pequeño,1608
1730,30,016,41,395,9.634146341,pequeño,395
1731,30,017,10,103,10.3,pequeño,103
1732,30,018,26,38,1.461538462,pequeño,38
1733,30,019,1,1,1,pequeño,1
1734,30,021,2,2,1,pequeño,2
1735,30,022,19,59,3.105263158,pequeño,59
1736,30,023,129,329,2.550387597,pequeño,329
1737,30,024,32,144,4.5,pequeño,144
1738,30,025,59,221,3.745762712,pequeño,221
1739,30,026,27,115,4.259259259,pequeño,115
1740,30,027,34,94,2.764705882,pequeño,94
1741,30,028,1,10,10,pequeño,10
1742,30,029,1,1,1,pequeño,1
1743,30,031,38,107,2.815789474,pequeño,107
1744,30,032,357,3007,8.422969188,pequeño,3007
1745,30,033,128,583,4.5546875,pequeño,583
1746,30,034,73,377,5.164383562,pequeño,377
1747,30,035,115,778,6.765217391,pequeño,778
1748,30,036,271,967,3.568265683,pequeño,967
1749,30,037,5,50,10,pequeño,50
1750,30,038,96,472,4.916666667,pequeño,472
1751,30,039,11,127,11.54545455,pequeño,127
1752,30,040,101,622,6.158415842,pequeño,622
1753,30,042,114,688,6.035087719,pequeño,688
1754,30,043,212,912,4.301886792,pequeño,912
1755,30,044,19,64,3.368421053,pequeño,64
1756,30,045,176,1273,7.232954545,pequeño,1273
1757,30,046,18,47,2.611111111,pequeño,47
1758,30,047,65,160,2.461538462,pequeño,160
1759,30,048,60,338,5.633333333,pequeño,338
1760,30,049,384,3370,8.776041667,pequeño,3370
1761,30,050,11,42,3.818181818,pequeño,42
1762,30,051,100,383,3.83,pequeño,383
1763,30,053,25,203,8.12,pequeño,203
1764,30,054,132,921,6.977272727,pequeño,921
1765,30,055,18,112,6.222222222,pequeño,112
1766,30,056,53,306,5.773584906,pequeño,306
1767,30,057,425,1431,3.367058824,pequeño,1431
1768,30,058,311,880,2.829581994,pequeño,880
1769,30,059,83,636,7.662650602,pequeño,636
1770,30,060,191,1088,5.696335079,pequeño,1088
1771,30,061,1528,9744,6.376963351,pequeño,9744
1772,30,062,13,74,5.692307692,pequeño,74
1773,30,063,522,5207,9.975095785,pequeño,5207
1774,30,064,6,6,1,pequeño,6
1775,30,065,73,325,4.452054795,pequeño,325
1776,30,066,50,786,15.72,pequeño,786
1777,30,067,23,50,2.173913043,pequeño,50
1778,30,068,5,27,5.4,pequeño,27
1779,30,069,39,345,8.846153846,pequeño,345
1780,30,070,1097,7098,6.470373747,pequeño,7098
1781,30,071,79,261,3.303797468,pequeño,261
1782,30,072,69,181,2.623188406,pequeño,181
1783,30,073,181,1065,5.883977901,pequeño,1065
1784,30,074,2,3,1.5,pequeño,3
1785,30,075,620,4128,6.658064516,pequeño,4128
1786,30,076,67,161,2.402985075,pequeño,161
1787,30,077,508,5503,10.83267717,pequeño,5503
1788,30,078,166,1344,8.096385542,pequeño,1344
1789,30,079,191,556,2.910994764,pequeño,556
1790,30,080,4,13,3.25,pequeño,13
1791,30,081,7,22,3.142857143,pequeño,22
1792,30,082,38,92,2.421052632,pequeño,92
1793,30,083,176,755,4.289772727,pequeño,755
1794,30,084,188,1424,7.574468085,pequeño,1424
1795,30,085,25,58,2.32,pequeño,58
1796,30,086,104,252,2.423076923,pequeño,252
1797,30,087,33,262,7.939393939,pequeño,262
1798,30,088,1,1,1,pequeño,1
1799,30,089,80,463,5.7875,pequeño,463
1800,30,090,161,1239,7.695652174,pequeño,1239
1801,30,091,1293,11790,9.118329466,pequeño,11790
1802,30,092,305,1043,3.419672131,pequeño,1043
1803,30,093,133,587,4.413533835,pequeño,587
1804,30,094,942,8769,9.308917197,pequeño,8769
1805,30,095,178,923,5.185393258,pequeño,923
1806,30,096,77,324,4.207792208,pequeño,324
1807,30,097,56,410,7.321428571,pequeño,410
1808,30,099,36,63,1.75,pequeño,63
1809,30,100,354,1963,5.54519774,pequeño,1963
1810,30,101,43,123,2.860465116,pequeño,123
1811,30,102,29,175,6.034482759,pequeño,175
1812,30,103,8,14,1.75,pequeño,14
1813,30,104,179,2531,14.1396648,pequeño,2531
1814,30,105,372,2972,7.989247312,pequeño,2972
1815,30,106,149,728,4.88590604,pequeño,728
1816,30,107,42,77,1.833333333,pequeño,77
1817,30,108,912,4343,4.762061404,pequeño,4343
1818,30,109,281,922,3.28113879,pequeño,922
1819,30,110,1,2,2,pequeño,2
1820,30,111,220,726,3.3,pequeño,726
1821,30,112,271,1459,5.383763838,pequeño,1459
1822,30,114,179,1608,8.983240223,pequeño,1608
1823,30,115,10,33,3.3,pequeño,33
1824,30,116,82,520,6.341463415,pequeño,520
1825,30,117,11,36,3.272727273,pequeño,36
1826,30,118,7,51,7.285714286,pequeño,51
1827,30,119,3,13,4.333333333,pequeño,13
1828,30,121,2132,25545,11.98170732,pequeño,25545
1829,30,122,56,525,9.375,pequeño,525
1830,30,123,2107,13300,6.312292359,pequeño,13300
1831,30,124,158,633,4.006329114,pequeño,633
1832,30,125,100,612,6.12,pequeño,612
1833,30,126,185,1103,5.962162162,pequeño,1103
1834,30,127,24,33,1.375,pequeño,33
1835,30,128,79,224,2.835443038,pequeño,224
1836,30,129,128,1020,7.96875,pequeño,1020
1837,30,130,983,7093,7.215666328,pequeño,7093
1838,30,131,5,12,2.4,pequeño,12
1839,30,132,491,2164,4.407331976,pequeño,2164
1840,30,133,185,1015,5.486486486,pequeño,1015
1841,30,134,206,1026,4.980582524,pequeño,1026
1842,30,135,10,40,4,pequeño,40
1843,30,136,98,781,7.969387755,pequeño,781
1844,30,137,1,3,3,pequeño,3
1845,30,138,5,13,2.6,pequeño,13
1846,30,139,91,518,5.692307692,pequeño,518
1847,30,141,613,4530,7.389885808,pequeño,4530
1848,30,142,1140,11377,9.979824561,pequeño,11377
1849,30,143,280,2502,8.935714286,pequeño,2502
1850,30,144,504,5835,11.57738095,pequeño,5835
1851,30,145,72,740,10.27777778,pequeño,740
1852,30,146,4,10,2.5,pequeño,10
1853,30,147,2,3,1.5,pequeño,3
1854,30,148,312,2054,6.583333333,pequeño,2054
1855,30,149,75,796,10.61333333,pequeño,796
1856,30,150,263,2345,8.91634981,pequeño,2345
1857,30,151,494,3069,6.212550607,pequeño,3069
1858,30,152,684,7111,10.39619883,pequeño,7111
1859,30,153,107,751,7.018691589,pequeño,751
1860,30,154,527,4006,7.601518027,pequeño,4006
1861,30,155,758,6021,7.943271768,pequeño,6021
1862,30,156,119,345,2.899159664,pequeño,345
1863,30,157,32,134,4.1875,pequeño,134
1864,30,158,205,979,4.775609756,pequeño,979
1865,30,160,207,1357,6.555555556,pequeño,1357
1866,30,161,749,6522,8.707610147,pequeño,6522
1867,30,162,1,3,3,pequeño,3
1868,30,163,19,52,2.736842105,pequeño,52
1869,30,164,17,84,4.941176471,pequeño,84
1870,30,165,1,1,1,pequeño,1
1871,30,166,232,1070,4.612068966,pequeño,1070
1872,30,167,105,952,9.066666667,pequeño,952
1873,30,169,193,1603,8.305699482,pequeño,1603
1874,30,170,5,7,1.4,pequeño,7
1875,30,172,436,2512,5.76146789,pequeño,2512
1876,30,173,17,55,3.235294118,pequeño,55
1877,30,174,1797,13547,7.53867557,pequeño,13547
1878,30,175,198,1279,6.45959596,pequeño,1279
1879,30,176,14,79,5.642857143,pequeño,79
1880,30,177,612,2186,3.571895425,pequeño,2186
1881,30,178,247,3057,12.37651822,pequeño,3057
1882,30,179,11,31,2.818181818,pequeño,31
1883,30,180,112,455,4.0625,pequeño,455
1884,30,181,1000,8935,8.935,pequeño,8935
1885,30,182,39,131,3.358974359,pequeño,131
1886,30,183,3,5,1.666666667,pequeño,5
1887,30,184,8,10,1.25,pequeño,10
1888,30,186,23,41,1.782608696,pequeño,41
1889,30,187,290,980,3.379310345,pequeño,980
1890,30,188,9,43,4.777777778,pequeño,43
1891,30,189,507,2433,4.798816568,pequeño,2433
1892,30,190,35,320,9.142857143,pequeño,320
1893,30,191,56,317,5.660714286,pequeño,317
1894,30,192,285,2715,9.526315789,pequeño,2715
1895,30,193,226,1309,5.792035398,pequeño,1309
1896,30,194,39,105,2.692307692,pequeño,105
1897,30,196,2,2,1,pequeño,2
1898,30,197,123,422,3.430894309,pequeño,422
1899,30,198,97,169,1.742268041,pequeño,169
1900,30,199,3,8,2.666666667,pequeño,8
1901,30,200,27,164,6.074074074,pequeño,164
1902,30,201,1,3,3,pequeño,3
1903,30,202,67,232,3.462686567,pequeño,232
1904,30,203,16,38,2.375,pequeño,38
1905,30,204,147,546,3.714285714,pequeño,546
1906,30,205,258,1402,5.434108527,pequeño,1402
1907,30,207,140,693,4.95,pequeño,693
1908,30,208,84,603,7.178571429,pequeño,603
1909,30,209,381,2636,6.918635171,pequeño,2636
1910,30,210,800,3174,3.9675,pequeño,3174
1911,30,211,47,627,13.34042553,pequeño,627
1912,30,212,282,1090,3.865248227,pequeño,1090
1913,31,004,1,2,2,pequeño,2
1914,31,006,12,77,6.416666667,pequeño,77
1915,31,012,1,1,1,pequeño,1
1916,31,019,1,1,1,pequeño,1
1917,31,025,1,12,12,pequeño,12
1918,31,026,1,1,1,pequeño,1
1919,31,027,2,51,25.5,pequeño,51
1920,31,032,2,5,2.5,pequeño,5
1921,31,033,1,2,2,pequeño,2
1922,31,037,1,1,1,pequeño,1
1923,31,040,1,30,30,pequeño,30
1924,31,045,1,5,5,pequeño,5
1925,31,049,2,8,4,pequeño,8
1926,31,050,2,15,7.5,pequeño,15
1927,31,053,1,2,2,pequeño,2
1928,31,057,14,24,1.714285714,pequeño,24
1929,31,058,7,54,7.714285714,pequeño,54
1930,31,059,1,1,1,pequeño,1
1931,31,061,4,4,1,pequeño,4
1932,31,062,1,1,1,pequeño,1
1933,31,065,2,2,1,pequeño,2
1934,31,067,1,1,1,pequeño,1
1935,31,068,1,2,2,pequeño,2
1936,31,070,23,382,16.60869565,pequeño,382
1937,31,072,1,1,1,pequeño,1
1938,31,073,1,2,2,pequeño,2
1939,31,076,1,25,25,pequeño,25
1940,31,077,1,1,1,pequeño,1
1941,31,079,1,3,3,pequeño,3
1942,31,085,1,1,1,pequeño,1
1943,31,096,37,372,10.05405405,pequeño,372
1944,31,098,16,172,10.75,pequeño,172
1945,31,102,1,4,4,pequeño,4
1946,32,001,82,142,1.731707317,pequeño,142
1947,32,002,17,68,4,pequeño,68
1948,32,003,78,300,3.846153846,pequeño,300
1949,32,004,88,306,3.477272727,pequeño,306
1950,32,005,25,44,1.76,pequeño,44
1951,32,006,95,589,6.2,pequeño,589
1952,32,007,16,76,4.75,pequeño,76
1953,32,008,36,206,5.722222222,pequeño,206
1954,32,009,218,1147,5.26146789,pequeño,1147
1955,32,010,602,3314,5.504983389,pequeño,3314
1956,32,011,38,185,4.868421053,pequeño,185
1957,32,012,74,338,4.567567568,pequeño,338
1958,32,013,13,163,12.53846154,pequeño,163
1959,32,014,72,257,3.569444444,pequeño,257
1960,32,015,79,189,2.392405063,pequeño,189
1961,32,016,35,134,3.828571429,pequeño,134
1962,32,017,163,697,4.27607362,pequeño,697
1963,32,018,138,283,2.050724638,pequeño,283
1964,32,019,134,275,2.052238806,pequeño,275
1965,32,020,286,863,3.017482517,pequeño,863
1966,32,021,91,418,4.593406593,pequeño,418
1967,32,022,52,154,2.961538462,pequeño,154
1968,32,023,30,93,3.1,pequeño,93
1969,32,024,144,2067,14.35416667,pequeño,2067
1970,32,025,73,819,11.21917808,pequeño,819
1971,32,026,349,2928,8.389684814,pequeño,2928
1972,32,027,1,8,8,pequeño,8
1973,32,028,41,187,4.56097561,pequeño,187
1974,32,029,304,8230,27.07236842,pequeño,8230
1975,32,030,39,97,2.487179487,pequeño,97
1976,32,031,439,2652,6.041002278,pequeño,2652
1977,32,032,19,51,2.684210526,pequeño,51
1978,32,033,72,194,2.694444444,pequeño,194
1979,32,034,262,683,2.606870229,pequeño,683
1980,32,035,35,171,4.885714286,pequeño,171
1981,32,036,119,1571,13.20168067,pequeño,1571
1982,32,037,64,214,3.34375,pequeño,214
1983,32,038,533,1785,3.348968105,pequeño,1785
1984,32,039,131,614,4.687022901,pequeño,614
1985,32,040,46,179,3.891304348,pequeño,179
1986,32,041,1,1,1,pequeño,1
1987,32,042,361,2198,6.088642659,pequeño,2198
1988,32,043,26,125,4.807692308,pequeño,125
1989,32,044,218,390,1.788990826,pequeño,390
1990,32,045,105,285,2.714285714,pequeño,285
1991,32,046,130,648,4.984615385,pequeño,648
1992,32,047,119,591,4.966386555,pequeño,591
1993,32,048,86,252,2.930232558,pequeño,252
1994,32,049,570,2664,4.673684211,pequeño,2664
1995,32,050,23,71,3.086956522,pequeño,71
1996,32,051,322,2343,7.276397516,pequeño,2343
1997,32,052,133,454,3.413533835,pequeño,454
1998,32,053,63,258,4.095238095,pequeño,258
1999,32,054,30,74,2.466666667,pequeño,74
2000,32,055,565,1375,2.433628319,pequeño,1375
2001,32,056,115,511,4.443478261,pequeño,511
2002,32,057,50,327,6.54,pequeño,327
2003,32,058,97,298,3.072164948,pequeño,298
