,cve_ent,cve_mun,productores,vacas_total,vacas_prom,tipo,produccion_total
1,01,001,737,18355,24.90502035,pequeño,18355
2,01,002,325,3680,11.32307692,pequeño,3680
3,01,003,407,1864,4.57985258,pequeño,1864
4,01,004,42,729,17.35714286,pequeño,729
5,01,005,237,3723,15.70886076,pequeño,3723
6,01,006,178,14153,79.51123596,mediano,14153
7,01,007,148,10880,73.51351351,mediano,10880
8,01,008,300,1325,4.416666667,pequeño,1325
9,01,009,186,4886,26.2688172,pequeño,4886
10,01,010,221,3016,13.64705882,pequeño,3016
11,01,011,85,6629,77.98823529,mediano,6629
12,02,001,104,2381,22.89423077,pequeño,2381
13,02,002,109,3666,33.63302752,pequeño,3666
14,02,006,24,259,10.79166667,pequeño,259
15,02,007,1,25,25,pequeño,25
16,03,001,171,2817,16.47368421,pequeño,2817
17,03,002,76,840,11.05263158,pequeño,840
18,03,003,499,4170,8.356713427,pequeño,4170
19,03,008,294,2492,8.476190476,pequeño,2492
20,03,009,10,69,6.9,pequeño,69
21,04,001,7,20,2.857142857,pequeño,20
22,04,002,206,1640,7.961165049,pequeño,1640
23,04,003,971,4962,5.110195675,pequeño,4962
24,04,004,456,3278,7.188596491,pequeño,3278
25,04,005,160,605,3.78125,pequeño,605
26,04,006,385,1400,3.636363636,pequeño,1400
27,04,007,193,759,3.932642487,pequeño,759
28,04,008,36,69,1.916666667,pequeño,69
29,04,009,482,1734,3.597510373,pequeño,1734
30,04,010,83,459,5.530120482,pequeño,459
31,04,011,888,2853,3.212837838,pequeño,2853
32,04,012,5,18,3.6,pequeño,18
33,04,013,1,2,2,pequeño,2
34,05,001,6,18,3,pequeño,18
35,05,002,29,126,4.344827586,pequeño,126
36,05,003,7,107,15.28571429,pequeño,107
37,05,004,88,444,5.045454545,pequeño,444
38,05,005,17,87,5.117647059,pequeño,87
39,05,006,25,127,5.08,pequeño,127
40,05,007,11,27,2.454545455,pequeño,27
41,05,008,8,21,2.625,pequeño,21
42,05,010,22,244,11.09090909,pequeño,244
43,05,011,228,1015,4.451754386,pequeño,1015
44,05,012,27,155,5.740740741,pequeño,155
45,05,013,11,36,3.272727273,pequeño,36
46,05,014,23,46,2,pequeño,46
47,05,015,4,44,11,pequeño,44
48,05,016,7,15,2.142857143,pequeño,15
49,05,018,31,243,7.838709677,pequeño,243
50,05,019,21,126,6,pequeño,126
51,05,020,27,274,10.14814815,pequeño,274
52,05,021,19,52,2.736842105,pequeño,52
53,05,022,19,150,7.894736842,pequeño,150
54,05,023,7,28,4,pequeño,28
55,05,024,36,154,4.277777778,pequeño,154
56,05,025,14,189,13.5,pequeño,189
57,05,026,10,31,3.1,pequeño,31
58,05,027,36,85,2.361111111,pequeño,85
59,05,028,12,86,7.166666667,pequeño,86
60,05,029,10,57,5.7,pequeño,57
61,05,030,138,863,6.253623188,pequeño,863
62,05,031,19,66,3.473684211,pequeño,66
63,05,032,16,245,15.3125,pequeño,245
64,05,034,11,59,5.363636364,pequeño,59
65,05,037,38,162,4.263157895,pequeño,162
66,05,038,38,174,4.578947368,pequeño,174
67,06,001,86,430,5,pequeño,430
68,06,002,224,1323,5.90625,pequeño,1323
69,06,003,111,834,7.513513514,pequeño,834
70,06,004,210,1138,5.419047619,pequeño,1138
71,06,005,214,1494,6.981308411,pequeño,1494
72,06,006,72,266,3.694444444,pequeño,266
73,06,007,314,1473,4.691082803,pequeño,1473
74,06,008,139,565,4.064748201,pequeño,565
75,06,009,117,518,4.427350427,pequeño,518
76,06,010,76,500,6.578947368,pequeño,500
77,07,001,46,331,7.195652174,pequeño,331
78,07,002,48,423,8.8125,pequeño,423
79,07,003,166,1787,10.76506024,pequeño,1787
80,07,004,5,13,2.6,pequeño,13
81,07,005,149,475,3.187919463,pequeño,475
82,07,006,3,6,2,pequeño,6
83,07,007,1,5,5,pequeño,5
84,07,008,31,168,5.419354839,pequeño,168
85,07,009,877,8904,10.15279361,pequeño,8904
86,07,010,1,1,1,pequeño,1
87,07,012,98,906,9.244897959,pequeño,906
88,07,013,102,416,4.078431373,pequeño,416
89,07,014,37,102,2.756756757,pequeño,102
90,07,015,4,182,45.5,mediano,182
91,07,016,224,1194,5.330357143,pequeño,1194
92,07,017,764,5856,7.664921466,pequeño,5856
93,07,018,32,216,6.75,pequeño,216
94,07,019,28,78,2.785714286,pequeño,78
95,07,020,501,4407,8.796407186,pequeño,4407
96,07,021,268,2296,8.567164179,pequeño,2296
97,07,025,32,105,3.28125,pequeño,105
98,07,027,122,928,7.606557377,pequeño,928
99,07,028,6,41,6.833333333,pequeño,41
100,07,029,4,17,4.25,pequeño,17
101,07,030,36,223,6.194444444,pequeño,223
102,07,031,2,15,7.5,pequeño,15
103,07,032,190,1305,6.868421053,pequeño,1305
104,07,033,55,476,8.654545455,pequeño,476
105,07,034,175,555,3.171428571,pequeño,555
106,07,035,18,134,7.444444444,pequeño,134
107,07,037,24,238,9.916666667,pequeño,238
108,07,038,1,2,2,pequeño,2
109,07,039,134,330,2.462686567,pequeño,330
110,07,040,54,394,7.296296296,pequeño,394
111,07,041,4,35,8.75,pequeño,35
112,07,042,39,287,7.358974359,pequeño,287
113,07,043,31,418,13.48387097,pequeño,418
114,07,044,23,60,2.608695652,pequeño,60
115,07,045,47,199,4.234042553,pequeño,199
116,07,046,580,4258,7.34137931,pequeño,4258
117,07,047,63,245,3.888888889,pequeño,245
118,07,048,484,8549,17.66322314,pequeño,8549
119,07,050,157,1090,6.942675159,pequeño,1090
120,07,051,966,9656,9.995859213,pequeño,9656
121,07,052,22,100,4.545454545,pequeño,100
122,07,054,32,288,9,pequeño,288
123,07,055,2,2,1,pequeño,2
124,07,057,34,62,1.823529412,pequeño,62
125,07,058,1,10,10,pequeño,10
126,07,059,209,1332,6.373205742,pequeño,1332
127,07,060,1,3,3,pequeño,3
128,07,061,480,3835,7.989583333,pequeño,3835
129,07,062,276,2930,10.61594203,pequeño,2930
130,07,063,7,24,3.428571429,pequeño,24
131,07,065,1096,4283,3.907846715,pequeño,4283
132,07,066,17,33,1.941176471,pequeño,33
133,07,067,131,617,4.709923664,pequeño,617
134,07,068,369,4775,12.9403794,pequeño,4775
135,07,069,2488,24869,9.995578778,pequeño,24869
136,07,071,106,962,9.075471698,pequeño,962
137,07,072,55,280,5.090909091,pequeño,280
138,07,073,18,199,11.05555556,pequeño,199
139,07,074,268,1865,6.958955224,pequeño,1865
140,07,075,3,9,3,pequeño,9
141,07,076,13,56,4.307692308,pequeño,56
142,07,077,578,1723,2.980968858,pequeño,1723
143,07,078,2,7,3.5,pequeño,7
144,07,079,83,325,3.915662651,pequeño,325
145,07,080,6,15,2.5,pequeño,15
146,07,081,12,47,3.916666667,pequeño,47
147,07,083,40,115,2.875,pequeño,115
148,07,084,71,574,8.084507042,pequeño,574
149,07,086,24,175,7.291666667,pequeño,175
150,07,087,72,592,8.222222222,pequeño,592
151,07,088,72,571,7.930555556,pequeño,571
152,07,089,83,600,7.228915663,pequeño,600
153,07,090,14,70,5,pequeño,70
154,07,091,41,306,7.463414634,pequeño,306
155,07,092,359,3792,10.56267409,pequeño,3792
156,07,093,4,7,1.75,pequeño,7
157,07,094,7,26,3.714285714,pequeño,26
158,07,096,28,61,2.178571429,pequeño,61
159,07,097,2567,22903,8.922088041,pequeño,22903
160,07,098,20,79,3.95,pequeño,79
161,07,099,270,1299,4.811111111,pequeño,1299
162,07,100,43,98,2.279069767,pequeño,98
163,07,101,19,103,5.421052632,pequeño,103
164,07,102,54,257,4.759259259,pequeño,257
165,07,103,30,379,12.63333333,pequeño,379
166,07,104,35,268,7.657142857,pequeño,268
167,07,105,1,1,1,pequeño,1
168,07,106,116,831,7.163793103,pequeño,831
169,07,107,1033,9503,9.199419167,pequeño,9503
170,07,108,1200,10723,8.935833333,pequeño,10723
171,07,109,5,14,2.8,pequeño,14
172,07,110,12,45,3.75,pequeño,45
173,07,111,1,1,1,pequeño,1
174,07,114,116,671,5.784482759,pequeño,671
175,07,115,13,40,3.076923077,pequeño,40
176,07,116,230,1050,4.565217391,pequeño,1050
177,07,117,3,12,4,pequeño,12
178,07,121,4,26,6.5,pequeño,26
179,07,122,107,780,7.289719626,pequeño,780
180,07,123,42,234,5.571428571,pequeño,234
181,07,124,288,1996,6.930555556,pequeño,1996
182,07,125,5,16,3.2,pequeño,16
183,08,001,41,2115,51.58536585,mediano,2115
184,08,002,131,1160,8.854961832,pequeño,1160
185,08,003,42,4039,96.16666667,mediano,4039
186,08,004,11,59,5.363636364,pequeño,59
187,08,005,92,921,10.01086957,pequeño,921
188,08,006,21,304,14.47619048,pequeño,304
189,08,007,123,479,3.894308943,pequeño,479
190,08,008,132,941,7.128787879,pequeño,941
191,08,009,13,89,6.846153846,pequeño,89
192,08,010,73,548,7.506849315,pequeño,548
193,08,011,88,2019,22.94318182,pequeño,2019
194,08,012,11,24,2.181818182,pequeño,24
195,08,013,139,587,4.223021583,pequeño,587
196,08,014,45,298,6.622222222,pequeño,298
197,08,015,9,72,8,pequeño,72
198,08,016,26,164,6.307692308,pequeño,164
199,08,017,444,12288,27.67567568,pequeño,12288
200,08,018,96,1001,10.42708333,pequeño,1001
201,08,019,443,3625,8.182844244,pequeño,3625
202,08,020,77,476,6.181818182,pequeño,476
203,08,022,184,611,3.320652174,pequeño,611
204,08,023,16,155,9.6875,pequeño,155
205,08,024,70,239,3.414285714,pequeño,239
206,08,025,23,44,1.913043478,pequeño,44
207,08,026,4,10,2.5,pequeño,10
208,08,027,57,277,4.859649123,pequeño,277
209,08,028,23,147,6.391304348,pequeño,147
210,08,029,283,1450,5.123674912,pequeño,1450
211,08,030,74,457,6.175675676,pequeño,457
212,08,031,158,530,3.35443038,pequeño,530
213,08,032,133,1185,8.909774436,pequeño,1185
214,08,033,23,76,3.304347826,pequeño,76
215,08,034,194,374,1.927835052,pequeño,374
216,08,035,130,2588,19.90769231,pequeño,2588
217,08,036,80,1884,23.55,pequeño,1884
218,08,037,47,3671,78.10638298,mediano,3671
219,08,038,42,733,17.45238095,pequeño,733
220,08,039,27,219,8.111111111,pequeño,219
221,08,040,136,1296,9.529411765,pequeño,1296
222,08,041,5,51,10.2,pequeño,51
223,08,042,40,105,2.625,pequeño,105
224,08,043,11,26,2.363636364,pequeño,26
225,08,044,61,322,5.278688525,pequeño,322
226,08,045,191,6633,34.72774869,pequeño,6633
227,08,046,81,677,8.358024691,pequeño,677
228,08,047,87,1239,14.24137931,pequeño,1239
229,08,048,296,6022,20.34459459,pequeño,6022
230,08,049,21,72,3.428571429,pequeño,72
231,08,050,105,2063,19.64761905,pequeño,2063
232,08,051,29,274,9.448275862,pequeño,274
233,08,052,28,125,4.464285714,pequeño,125
234,08,053,6,24,4,pequeño,24
235,08,054,488,10431,21.375,pequeño,10431
236,08,055,163,3922,24.06134969,pequeño,3922
237,08,056,18,47,2.611111111,pequeño,47
238,08,057,15,31,2.066666667,pequeño,31
239,08,058,40,308,7.7,pequeño,308
240,08,059,57,270,4.736842105,pequeño,270
241,08,060,30,151,5.033333333,pequeño,151
242,08,061,30,146,4.866666667,pequeño,146
243,08,062,195,13793,70.73333333,mediano,13793
244,08,063,140,520,3.714285714,pequeño,520
245,08,064,12,27,2.25,pequeño,27
246,08,065,79,476,6.025316456,pequeño,476
247,08,066,14,127,9.071428571,pequeño,127
248,08,067,50,88,1.76,pequeño,88
249,09,004,1,1,1,pequeño,1
250,09,007,2,43,21.5,pequeño,43
251,09,008,3,20,6.666666667,pequeño,20
252,09,009,50,128,2.56,pequeño,128
253,09,010,1,1,1,pequeño,1
254,09,011,64,255,3.984375,pequeño,255
255,09,012,32,180,5.625,pequeño,180
256,09,013,66,262,3.96969697,pequeño,262
257,10,001,476,965,2.027310924,pequeño,965
258,10,002,33,603,18.27272727,pequeño,603
259,10,003,65,88,1.353846154,pequeño,88
260,10,004,97,542,5.587628866,pequeño,542
261,10,005,368,1517,4.122282609,pequeño,1517
262,10,006,21,864,41.14285714,mediano,864
263,10,008,28,65,2.321428571,pequeño,65
264,10,009,144,508,3.527777778,pequeño,508
265,10,010,41,105,2.56097561,pequeño,105
266,10,011,105,194,1.847619048,pequeño,194
267,10,013,55,419,7.618181818,pequeño,419
268,10,014,327,1451,4.437308869,pequeño,1451
269,10,015,40,1315,32.875,pequeño,1315
270,10,016,37,100,2.702702703,pequeño,100
271,10,017,111,436,3.927927928,pequeño,436
272,10,018,431,858,1.990719258,pequeño,858
273,10,019,52,172,3.307692308,pequeño,172
274,10,020,19,45,2.368421053,pequeño,45
275,10,021,43,511,11.88372093,pequeño,511
276,10,022,108,225,2.083333333,pequeño,225
277,10,023,277,1084,3.913357401,pequeño,1084
278,10,024,30,88,2.933333333,pequeño,88
279,10,025,229,563,2.458515284,pequeño,563
280,10,026,202,785,3.886138614,pequeño,785
281,10,027,48,317,6.604166667,pequeño,317
282,10,028,73,327,4.479452055,pequeño,327
283,10,029,9,39,4.333333333,pequeño,39
284,10,030,41,96,2.341463415,pequeño,96
285,10,031,41,120,2.926829268,pequeño,120
286,10,032,681,2651,3.892804699,pequeño,2651
287,10,033,111,168,1.513513514,pequeño,168
288,10,034,337,1796,5.329376855,pequeño,1796
289,10,035,241,1084,4.497925311,pequeño,1084
290,10,037,72,345,4.791666667,pequeño,345
291,10,038,67,92,1.373134328,pequeño,92
292,10,039,585,7523,12.85982906,pequeño,7523
293,11,001,361,2596,7.191135734,pequeño,2596
294,11,002,173,964,5.572254335,pequeño,964
295,11,003,186,3426,18.41935484,pequeño,3426
296,11,004,47,108,2.29787234,pequeño,108
297,11,005,67,5667,84.58208955,mediano,5667
298,11,006,6,14,2.333333333,pequeño,14
299,11,007,385,3810,9.896103896,pequeño,3810
300,11,008,228,819,3.592105263,pequeño,819
301,11,009,74,375,5.067567568,pequeño,375
302,11,010,47,97,2.063829787,pequeño,97
303,11,011,116,775,6.681034483,pequeño,775
304,11,012,59,227,3.847457627,pequeño,227
305,11,013,72,5264,73.11111111,mediano,5264
306,11,014,274,7110,25.94890511,pequeño,7110
307,11,015,44,149,3.386363636,pequeño,149
308,11,016,29,84,2.896551724,pequeño,84
309,11,017,324,2073,6.398148148,pequeño,2073
310,11,018,95,530,5.578947368,pequeño,530
311,11,019,169,353,2.088757396,pequeño,353
312,11,020,620,8663,13.97258065,pequeño,8663
313,11,021,12,89,7.416666667,pequeño,89
314,11,022,149,635,4.261744966,pequeño,635
315,11,023,256,708,2.765625,pequeño,708
316,11,024,52,172,3.307692308,pequeño,172
317,11,025,97,1016,10.4742268,pequeño,1016
318,11,026,254,2578,10.1496063,pequeño,2578
319,11,027,100,439,4.39,pequeño,439
320,11,028,97,483,4.979381443,pequeño,483
321,11,029,50,138,2.76,pequeño,138
322,11,030,702,6336,9.025641026,pequeño,6336
323,11,031,230,1976,8.591304348,pequeño,1976
324,11,032,121,4225,34.91735537,pequeño,4225
325,11,033,180,1946,10.81111111,pequeño,1946
326,11,034,7,20,2.857142857,pequeño,20
327,11,035,124,2415,19.47580645,pequeño,2415
328,11,036,5,23,4.6,pequeño,23
329,11,037,417,2756,6.60911271,pequeño,2756
330,11,038,24,84,3.5,pequeño,84
331,11,039,122,863,7.073770492,pequeño,863
332,11,040,13,91,7,pequeño,91
333,11,041,23,144,6.260869565,pequeño,144
334,11,042,235,943,4.012765957,pequeño,943
335,11,043,51,213,4.176470588,pequeño,213
336,11,044,53,507,9.566037736,pequeño,507
337,11,045,9,29,3.222222222,pequeño,29
338,11,046,106,246,2.320754717,pequeño,246
339,12,001,203,1418,6.985221675,pequeño,1418
340,12,002,63,289,4.587301587,pequeño,289
341,12,003,94,536,5.70212766,pequeño,536
342,12,005,5,21,4.2,pequeño,21
343,12,006,205,1524,7.434146341,pequeño,1524
344,12,007,105,609,5.8,pequeño,609
345,12,008,64,331,5.171875,pequeño,331
346,12,010,19,52,2.736842105,pequeño,52
347,12,011,126,889,7.055555556,pequeño,889
348,12,012,205,1149,5.604878049,pequeño,1149
349,12,013,325,1736,5.341538462,pequeño,1736
350,12,014,164,1732,10.56097561,pequeño,1732
351,12,015,193,1823,9.445595855,pequeño,1823
352,12,016,337,2030,6.023738872,pequeño,2030
353,12,017,59,218,3.694915254,pequeño,218
354,12,018,245,1360,5.551020408,pequeño,1360
355,12,019,29,145,5,pequeño,145
356,12,020,2,2,1,pequeño,2
357,12,021,317,2500,7.886435331,pequeño,2500
358,12,022,261,2124,8.137931034,pequeño,2124
359,12,023,541,4280,7.911275416,pequeño,4280
360,12,024,13,40,3.076923077,pequeño,40
361,12,025,107,659,6.158878505,pequeño,659
362,12,026,190,840,4.421052632,pequeño,840
363,12,027,119,923,7.756302521,pequeño,923
364,12,028,52,152,2.923076923,pequeño,152
365,12,029,150,834,5.56,pequeño,834
366,12,030,226,1922,8.504424779,pequeño,1922
367,12,031,115,500,4.347826087,pequeño,500
368,12,032,155,1207,7.787096774,pequeño,1207
369,12,033,26,106,4.076923077,pequeño,106
370,12,034,278,1708,6.143884892,pequeño,1708
371,12,035,316,2237,7.079113924,pequeño,2237
372,12,036,84,334,3.976190476,pequeño,334
373,12,037,7,87,12.42857143,pequeño,87
374,12,038,329,2340,7.112462006,pequeño,2340
375,12,039,76,569,7.486842105,pequeño,569
376,12,040,57,330,5.789473684,pequeño,330
377,12,041,4,7,1.75,pequeño,7
378,12,042,3,15,5,pequeño,15
379,12,043,10,31,3.1,pequeño,31
380,12,044,40,204,5.1,pequeño,204
381,12,045,76,458,6.026315789,pequeño,458
382,12,046,606,3576,5.900990099,pequeño,3576
383,12,047,169,723,4.278106509,pequeño,723
384,12,048,832,5380,6.466346154,pequeño,5380
385,12,049,75,278,3.706666667,pequeño,278
386,12,050,21,140,6.666666667,pequeño,140
387,12,051,65,290,4.461538462,pequeño,290
388,12,052,82,598,7.292682927,pequeño,598
389,12,053,495,3266,6.597979798,pequeño,3266
390,12,054,71,445,6.267605634,pequeño,445
391,12,055,174,716,4.114942529,pequeño,716
392,12,056,332,1746,5.259036145,pequeño,1746
393,12,057,1015,8394,8.269950739,pequeño,8394
394,12,058,434,2069,4.767281106,pequeño,2069
395,12,059,217,1478,6.811059908,pequeño,1478
396,12,060,56,170,3.035714286,pequeño,170
397,12,061,48,238,4.958333333,pequeño,238
398,12,062,96,694,7.229166667,pequeño,694
399,12,063,27,72,2.666666667,pequeño,72
400,12,064,128,1092,8.53125,pequeño,1092
401,12,065,8,25,3.125,pequeño,25
402,12,066,17,59,3.470588235,pequeño,59
403,12,067,58,442,7.620689655,pequeño,442
404,12,068,269,1796,6.676579926,pequeño,1796
405,12,069,2,11,5.5,pequeño,11
406,12,070,3,13,4.333333333,pequeño,13
407,12,071,25,105,4.2,pequeño,105
408,12,072,6,11,1.833333333,pequeño,11
409,12,073,204,2032,9.960784314,pequeño,2032
410,12,074,1,2,2,pequeño,2
411,12,075,64,424,6.625,pequeño,424
412,12,076,17,30,1.764705882,pequeño,30
413,12,077,41,236,5.756097561,pequeño,236
414,12,078,1,3,3,pequeño,3
415,12,079,10,18,1.8,pequeño,18
416,12,080,31,359,11.58064516,pequeño,359
417,12,082,75,508,6.773333333,pequeño,508
418,12,083,5,20,4,pequeño,20
419,12,084,7,19,2.714285714,pequeño,19
420,12,085,207,1540,7.439613527,pequeño,1540
421,13,001,1003,7909,7.885343968,pequeño,7909
422,13,002,163,412,2.527607362,pequeño,412
423,13,003,49,513,10.46938776,pequeño,513
424,13,004,10,16,1.6,pequeño,16
425,13,005,9,43,4.777777778,pequeño,43
426,13,006,46,138,3,pequeño,138
427,13,007,121,393,3.247933884,pequeño,393
428,13,008,159,443,2.786163522,pequeño,443
429,13,009,11,78,7.090909091,pequeño,78
430,13,011,18,36,2,pequeño,36
431,13,012,21,38,1.80952381,pequeño,38
432,13,013,4,33,8.25,pequeño,33
433,13,014,142,305,2.147887324,pequeño,305
434,13,015,37,138,3.72972973,pequeño,138
435,13,016,286,1341,4.688811189,pequeño,1341
436,13,017,54,201,3.722222222,pequeño,201
437,13,018,17,42,2.470588235,pequeño,42
438,13,019,25,126,5.04,pequeño,126
439,13,020,15,19,1.266666667,pequeño,19
440,13,021,11,26,2.363636364,pequeño,26
441,13,022,5,45,9,pequeño,45
442,13,023,41,674,16.43902439,pequeño,674
443,13,024,158,665,4.208860759,pequeño,665
444,13,025,96,128,1.333333333,pequeño,128
445,13,026,5,57,11.4,pequeño,57
446,13,027,7,32,4.571428571,pequeño,32
447,13,028,200,270,1.35,pequeño,270
448,13,029,44,114,2.590909091,pequeño,114
449,13,030,577,3478,6.027729636,pequeño,3478
450,13,031,6,9,1.5,pequeño,9
451,13,032,3,17,5.666666667,pequeño,17
452,13,033,26,99,3.807692308,pequeño,99
453,13,034,53,131,2.471698113,pequeño,131
454,13,035,344,2200,6.395348837,pequeño,2200
455,13,036,6,8,1.333333333,pequeño,8
456,13,038,4,6,1.5,pequeño,6
457,13,040,38,143,3.763157895,pequeño,143
458,13,041,86,394,4.581395349,pequeño,394
459,13,042,23,76,3.304347826,pequeño,76
460,13,043,1,2,2,pequeño,2
461,13,044,378,1746,4.619047619,pequeño,1746
462,13,045,8,19,2.375,pequeño,19
463,13,046,161,663,4.118012422,pequeño,663
464,13,047,1,4,4,pequeño,4
465,13,048,6,26,4.333333333,pequeño,26
466,13,049,18,56,3.111111111,pequeño,56
467,13,050,25,71,2.84,pequeño,71
468,13,051,10,47,4.7,pequeño,47
469,13,052,11,27,2.454545455,pequeño,27
470,13,053,12,21,1.75,pequeño,21
471,13,054,226,1523,6.738938053,pequeño,1523
472,13,055,93,584,6.279569892,pequeño,584
473,13,056,52,714,13.73076923,pequeño,714
474,13,057,101,390,3.861386139,pequeño,390
475,13,058,1,1,1,pequeño,1
476,13,059,17,53,3.117647059,pequeño,53
477,13,060,35,64,1.828571429,pequeño,64
478,13,061,39,116,2.974358974,pequeño,116
479,13,062,25,74,2.96,pequeño,74
480,13,063,46,153,3.326086957,pequeño,153
481,13,064,57,251,4.403508772,pequeño,251
482,13,065,3,13,4.333333333,pequeño,13
483,13,066,3,3,1,pequeño,3
484,13,067,122,678,5.557377049,pequeño,678
485,13,068,162,357,2.203703704,pequeño,357
486,13,070,14,32,2.285714286,pequeño,32
487,13,071,29,94,3.24137931,pequeño,94
488,13,072,2,3,1.5,pequeño,3
489,13,073,106,296,2.79245283,pequeño,296
490,13,074,9,31,3.444444444,pequeño,31
491,13,075,5,21,4.2,pequeño,21
492,13,076,61,367,6.016393443,pequeño,367
493,13,077,689,5682,8.246734398,pequeño,5682
494,13,078,2,7,3.5,pequeño,7
495,13,079,67,149,2.223880597,pequeño,149
496,13,080,15,26,1.733333333,pequeño,26
497,13,081,2,2,1,pequeño,2
498,13,082,5,12,2.4,pequeño,12
499,13,083,21,82,3.904761905,pequeño,82
500,13,084,1,2,2,pequeño,2
501,14,001,252,4605,18.27380952,pequeño,4605
502,14,002,73,316,4.328767123,pequeño,316
503,14,003,21,72,3.428571429,pequeño,72
504,14,004,47,225,4.787234043,pequeño,225
505,14,005,27,124,4.592592593,pequeño,124
506,14,006,452,1142,2.526548673,pequeño,1142
507,14,007,46,249,5.413043478,pequeño,249
508,14,008,265,6278,23.69056604,pequeño,6278
509,14,009,27,134,4.962962963,pequeño,134
510,14,010,112,968,8.642857143,pequeño,968
511,14,011,319,1399,4.385579937,pequeño,1399
512,14,012,186,898,4.827956989,pequeño,898
513,14,013,132,1289,9.765151515,pequeño,1289
514,14,014,155,758,4.890322581,pequeño,758
515,14,015,178,1220,6.853932584,pequeño,1220
516,14,016,51,330,6.470588235,pequeño,330
517,14,017,404,1720,4.257425743,pequeño,1720
518,14,018,229,2202,9.615720524,pequeño,2202
519,14,019,45,356,7.911111111,pequeño,356
520,14,020,68,659,9.691176471,pequeño,659
521,14,021,133,686,5.157894737,pequeño,686
522,14,022,47,232,4.936170213,pequeño,232
523,14,023,37,744,20.10810811,pequeño,744
524,14,024,297,539,1.814814815,pequeño,539
525,14,025,370,2031,5.489189189,pequeño,2031
526,14,026,288,2465,8.559027778,pequeño,2465
527,14,027,204,1467,7.191176471,pequeño,1467
528,14,028,100,825,8.25,pequeño,825
529,14,029,203,704,3.467980296,pequeño,704
530,14,030,44,293,6.659090909,pequeño,293
531,14,031,161,817,5.074534161,pequeño,817
532,14,032,66,308,4.666666667,pequeño,308
533,14,033,164,763,4.652439024,pequeño,763
534,14,034,23,80,3.47826087,pequeño,80
535,14,035,757,47779,63.11624835,mediano,47779
536,14,036,100,656,6.56,pequeño,656
537,14,037,20,138,6.9,pequeño,138
538,14,038,215,1249,5.809302326,pequeño,1249
539,14,040,56,193,3.446428571,pequeño,193
540,14,041,131,557,4.251908397,pequeño,557
541,14,042,454,1769,3.896475771,pequeño,1769
542,14,043,207,1029,4.971014493,pequeño,1029
543,14,044,141,929,6.588652482,pequeño,929
544,14,045,232,1287,5.547413793,pequeño,1287
545,14,046,442,19890,45,mediano,19890
546,14,047,110,1368,12.43636364,pequeño,1368
547,14,048,116,988,8.517241379,pequeño,988
548,14,049,875,14087,16.09942857,pequeño,14087
549,14,050,130,875,6.730769231,pequeño,875
550,14,051,92,930,10.10869565,pequeño,930
551,14,052,24,66,2.75,pequeño,66
552,14,053,1563,36038,23.05694178,pequeño,36038
553,14,054,34,169,4.970588235,pequeño,169
554,14,055,70,601,8.585714286,pequeño,601
555,14,056,306,3461,11.31045752,pequeño,3461
556,14,057,305,3169,10.39016393,pequeño,3169
557,14,058,286,1194,4.174825175,pequeño,1194
558,14,059,178,1463,8.219101124,pequeño,1463
559,14,060,50,494,9.88,pequeño,494
560,14,061,383,1980,5.169712794,pequeño,1980
561,14,062,104,288,2.769230769,pequeño,288
562,14,063,144,1643,11.40972222,pequeño,1643
563,14,064,174,1024,5.885057471,pequeño,1024
564,14,065,263,2193,8.338403042,pequeño,2193
565,14,066,160,1521,9.50625,pequeño,1521
566,14,067,110,831,7.554545455,pequeño,831
567,14,068,477,2386,5.002096436,pequeño,2386
568,14,069,510,3252,6.376470588,pequeño,3252
569,14,070,5,62,12.4,pequeño,62
570,14,071,108,696,6.444444444,pequeño,696
571,14,072,94,2423,25.77659574,pequeño,2423
572,14,073,651,48275,74.15514593,mediano,48275
573,14,074,226,9808,43.39823009,mediano,9808
574,14,075,57,248,4.350877193,pequeño,248
575,14,076,75,414,5.52,pequeño,414
576,14,077,66,221,3.348484848,pequeño,221
577,14,078,486,17967,36.9691358,mediano,17967
578,14,079,112,857,7.651785714,pequeño,857
579,14,080,140,482,3.442857143,pequeño,482
580,14,081,140,592,4.228571429,pequeño,592
581,14,082,50,392,7.84,pequeño,392
582,14,083,47,302,6.425531915,pequeño,302
583,14,084,268,1310,4.888059701,pequeño,1310
584,14,085,980,9311,9.501020408,pequeño,9311
585,14,086,66,551,8.348484848,pequeño,551
586,14,087,492,5776,11.7398374,pequeño,5776
587,14,088,172,763,4.436046512,pequeño,763
588,14,089,19,127,6.684210526,pequeño,127
589,14,090,227,741,3.264317181,pequeño,741
590,14,091,234,3727,15.92735043,pequeño,3727
591,14,092,220,1150,5.227272727,pequeño,1150
592,14,093,825,17264,20.92606061,pequeño,17264
593,14,094,105,560,5.333333333,pequeño,560
594,14,095,20,117,5.85,pequeño,117
595,14,096,436,4142,9.5,pequeño,4142
596,14,097,153,1208,7.895424837,pequeño,1208
597,14,098,10,39,3.9,pequeño,39
598,14,099,52,274,5.269230769,pequeño,274
599,14,100,559,4777,8.545617174,pequeño,4777
600,14,101,14,144,10.28571429,pequeño,144
601,14,102,50,204,4.08,pequeño,204
602,14,103,64,474,7.40625,pequeño,474
603,14,104,272,1318,4.845588235,pequeño,1318
604,14,105,154,8829,57.33116883,mediano,8829
605,14,106,30,147,4.9,pequeño,147
606,14,107,420,2140,5.095238095,pequeño,2140
